request_id,timestamp,_id,date,day_name,hour,city,station_id,station_name,free_bikes,empty_slots
Vancouver-wNmkuEN4,2024-07-25T05:55:02.244000Z,Pender&Burrard--Oh7c9QrJ,2024-07-25,Thursday,00:01,Vancouver,bf8408067b0e0c963f3ff526977bcef3,Pender & Burrard,1,25
Vancouver-EOaCha9A,2024-07-25T05:55:02.224000Z,Marinaside&Davie--Q0V7ISLw,2024-07-25,Thursday,00:01,Vancouver,d2244f1a81d317c76cabd65e81250835,Marinaside & Davie,4,18
Vancouver-hHiwT7Sm,2024-07-25T05:55:02.500000Z,Robson&Hornby--FPrh5TbB,2024-07-25,Thursday,00:01,Vancouver,0b543fc4e694fe07a54dac48bb1b3390,Robson & Hornby,1,27
Vancouver-qkcKtO2n,2024-07-25T05:55:02.868000Z,Hornby&Pender--CBkpCnZx,2024-07-25,Thursday,00:01,Vancouver,fbb1d30d7f30b049873f5be5688563d4,Hornby & Pender,6,16
Vancouver-sRAckggr,2024-07-25T05:55:02.900000Z,Homer&Robson(VancouverPublicLibrary)--hdFbRfnq,2024-07-25,Thursday,00:01,Vancouver,7181df50ee1d1a05559399211382b7c8,Homer & Robson (Vancouver Public Library),2,18
Vancouver-Pk2lV9MC,2024-07-25T05:55:02.836000Z,Beatty&Nelson--SU4vh9Pa,2024-07-25,Thursday,00:01,Vancouver,b7683a86874e6300fd89f4cc0b075f57,Beatty & Nelson,0,13
Vancouver-CZd719uL,2024-07-25T05:55:00.099000Z,Abbott&Cordova--I29zniqG,2024-07-25,Thursday,00:01,Vancouver,3367c1e1dbf73caf7c10e4c96a92f58d,Abbott & Cordova,9,11
Vancouver-prm2JwcD,2024-07-25T05:55:00.102000Z,Comox&Denman--qn66NEYQ,2024-07-25,Thursday,00:01,Vancouver,1d7e73b3321ebb6713774d376247d9f9,Comox & Denman,14,2
Vancouver-LS5yLzNX,2024-07-25T05:55:00.024000Z,Cordova&Bute--S1heK7FP,2024-07-25,Thursday,00:01,Vancouver,664502c28e8147615f17b8ea355f40d0,Cordova & Bute,2,12
Vancouver-GtQbCiNT,2024-07-25T05:55:00.052000Z,Hornby&Nelson--ObF4IDP2,2024-07-25,Thursday,00:01,Vancouver,6c24a62b5ee0a2a8014eb0dfb6d40025,Hornby & Nelson,1,16
Vancouver-mTnFcZNl,2024-07-25T05:54:59.962000Z,Helmcken&Burrard--czzq6txU,2024-07-25,Thursday,00:01,Vancouver,fad9ebcf614dd1a72593a34072ff76f8,Helmcken & Burrard,1,14
Vancouver-elODcIUL,2024-07-25T05:55:00.212000Z,Pacific&Richards--n0esZFRl,2024-07-25,Thursday,00:01,Vancouver,3a4131fa94946d93d3529136efd62413,Pacific & Richards,2,11
Vancouver-pUSJeKfT,2024-07-25T05:55:00.237000Z,Chilco&Beach--h1RKTp4Q,2024-07-25,Thursday,00:01,Vancouver,25318ec3e06fae1397a3a2f645104149,Chilco & Beach,12,1
Vancouver-xC4ipASB,2024-07-25T05:55:00.157000Z,Comox&Broughton--pljBKXE8,2024-07-25,Thursday,00:01,Vancouver,444991edc9550be0908f032da5e3c95f,Comox & Broughton,4,8
Vancouver-Q7IFQST2,2024-07-25T05:55:00.562000Z,Bute&Comox--I03D7Swn,2024-07-25,Thursday,00:01,Vancouver,434b6f4e7fc30198f901b60fc905f609,Bute & Comox,2,17
Vancouver-emCvwMcj,2024-07-25T05:55:00.504000Z,Cambie&Water--ejOORIYE,2024-07-25,Thursday,00:01,Vancouver,f97d5bf41f35aa181288429fb52e3488,Cambie & Water,13,19
Vancouver-HagbxdJR,2024-07-25T05:55:00.496000Z,Keefer&Abbott--MmW8XPwc,2024-07-25,Thursday,00:01,Vancouver,fef69fb400210d861107a61db954d037,Keefer & Abbott,3,24
Vancouver-W4bFDOIi,2024-07-25T05:55:00.628000Z,Expo&Carrall--yfDsa4Vh,2024-07-25,Thursday,00:01,Vancouver,9d3123425823420514b8ad410074f02d,Expo & Carrall,8,8
Vancouver-MMgmDvVJ,2024-07-25T05:55:00.614000Z,Keefer&Columbia--8HXxT81A,2024-07-25,Thursday,00:01,Vancouver,f1ca711137cde59e824167a4274df888,Keefer & Columbia,7,7
Vancouver-J8H6vCCK,2024-07-25T05:55:00.592000Z,Marinaside&Cooperage--8B4l3iIV,2024-07-25,Thursday,00:01,Vancouver,4f6ebf2026d540ffe40e29a80138ad5e,Marinaside & Cooperage,9,14
Vancouver-VuEgEDLo,2024-07-25T05:55:01.822000Z,Bidwell&Burnaby--6V1HWqvf,2024-07-25,Thursday,00:01,Vancouver,be14efdc86dedd6a8cd338e78ab4e7c7,Bidwell & Burnaby,57,10
Vancouver-SdA9k2Y1,2024-07-25T05:55:01.796000Z,Robson&Granville--CsEsPJk4,2024-07-25,Thursday,00:01,Vancouver,6ddeafa873279951630a00191333c45d,Robson & Granville,10,12
Vancouver-hfjhXrCr,2024-07-25T05:55:01.770000Z,Expo&Smithe--8rybcYSI,2024-07-25,Thursday,00:01,Vancouver,c7b5bec0b2f4ab9a2d3f9d837725620c,Expo & Smithe,4,10
Vancouver-4TW9D5LA,2024-07-25T05:55:01.786000Z,Cypress&Cornwall--sumzeAz1,2024-07-25,Thursday,00:01,Vancouver,b9fd847d53fe45658fee4c46e7f562b8,Cypress & Cornwall,5,16
Vancouver-3WBSSrKz,2024-07-25T05:55:01.758000Z,Anderson&2nd--cRDDWE7S,2024-07-25,Thursday,00:01,Vancouver,c2be5403b1c101e8032cf6696457200e,Anderson & 2nd,7,20
Vancouver-FDlnRnsC,2024-07-25T05:55:01.900000Z,7th&Granville--qJXA0Akn,2024-07-25,Thursday,00:01,Vancouver,71c064fa93cab5f0b7306e6c923b77c4,7th & Granville,2,12
Vancouver-MPRKUiF8,2024-07-25T05:55:02.056000Z,10th&Granville--1aQWjft3,2024-07-25,Thursday,00:01,Vancouver,96bf713e60bc35cc2feb5fd53a4f3471,10th & Granville,1,13
Vancouver-0oxXmUKj,2024-07-25T05:55:02.040000Z,14th&Granville--GVClH1l4,2024-07-25,Thursday,00:01,Vancouver,8dc684732a2a25bdf63ec0ecccee4e6e,14th & Granville,7,4
Vancouver-OhT2GU0S,2024-07-25T05:55:02.064000Z,14th&Cambie--32t6Qoyl,2024-07-25,Thursday,00:01,Vancouver,686c0fdb962e26e274d81fc286c010dd,14th & Cambie,2,12
Vancouver-30KSM5cQ,2024-07-25T05:55:02.060000Z,Ontario&5th--xjoW2tAz,2024-07-25,Thursday,00:01,Vancouver,0cf6cd1809fa7f510812f5b052f578c4,Ontario & 5th,14,6
Vancouver-WCWvcIia,2024-07-25T05:55:02.100000Z,10th&Main--FdQjmjRs,2024-07-25,Thursday,00:01,Vancouver,93c88a18c673e2c72a6afa93d6b89f18,10th & Main,2,16
Vancouver-yKQdtCvi,2024-07-25T05:55:02.113000Z,Cypress&4th--n101S3eV,2024-07-25,Thursday,00:01,Vancouver,8fb5ce1e34ad31de940481953aea452c,Cypress & 4th,17,2
Vancouver-3rMlNQCb,2024-07-25T05:55:02.110000Z,VanierPark--xZfH8kXt,2024-07-25,Thursday,00:01,Vancouver,aa704bfba40286bd0661b64d1f75e778,Vanier Park,5,22
Vancouver-SLxDSPIC,2024-07-25T05:55:02.173000Z,Nelson&Mainland--4k7eTmFk,2024-07-25,Thursday,00:01,Vancouver,8c9ea7f2132376859ef34fab981d6932,Nelson & Mainland,1,18
Vancouver-9PUlcJpS,2024-07-25T05:55:02.140000Z,Nelson&Richards--cdDoF3wJ,2024-07-25,Thursday,00:01,Vancouver,1d4153659a0a0a2089078c739df6737d,Nelson & Richards,5,11
Vancouver-sZparPws,2024-07-25T05:55:02.738000Z,7th&Heather--1cTJWTZq,2024-07-25,Thursday,00:01,Vancouver,fbb4c06b719596c21f91fd51ef6d4710,7th & Heather,1,15
Vancouver-JA8Wjlyt,2024-07-25T05:55:02.723000Z,Harwood&Bute--V2UHvxmU,2024-07-25,Thursday,00:01,Vancouver,72c1049dfbbde7c24ec45c14f1a5ee85,Harwood & Bute,10,9
Vancouver-oK4LXqT1,2024-07-25T05:55:03.262000Z,Chilco&Barclay--pEYangkM,2024-07-25,Thursday,00:01,Vancouver,00fa94ad698dc4a9e4d708d6fd32f294,Chilco & Barclay,16,2
Vancouver-U0E0Gdg8,2024-07-25T05:55:03.256000Z,Chilco&Robson--Wh2e4bSd,2024-07-25,Thursday,00:01,Vancouver,efa947b901a2cf85b58320b3ad26a2fe,Chilco & Robson,14,1
Vancouver-4uvYZlX5,2024-07-25T05:55:03.235000Z,Nicola&Robson--X2BzAFUE,2024-07-25,Thursday,00:01,Vancouver,66a53e9c32e4f5c724f9478240020142,Nicola & Robson,13,4
Vancouver-DM0HwEP5,2024-07-25T05:55:03.223000Z,Carrall&Hastings--mN9jVLhN,2024-07-25,Thursday,00:01,Vancouver,97b25faf822b93fdbf72da1d594c0288,Carrall & Hastings,12,6
Vancouver-70Md0g2S,2024-07-25T05:55:03.211000Z,šxʷƛ̓ənəqXwtl'e7énḵSquare-VancouverArtGallery--LkJJ6Oku,2024-07-25,Thursday,00:01,Vancouver,6c7fb9043e6df5a4cc50404581a947b9,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,2,25
Vancouver-7aLNazzQ,2024-07-25T05:55:01.142000Z,StanleyPark-VancouverAquarium--T4dK2boW,2024-07-25,Thursday,00:01,Vancouver,30bf49544b1c864688b78172d42cca5e,Stanley Park - Vancouver Aquarium,12,4
Vancouver-fPprisGF,2024-07-25T05:55:01.153000Z,StanleyPark-SecondBeachNorth--b7nhWx5Z,2024-07-25,Thursday,00:01,Vancouver,9f63cebac9073eac3e90be2b9a91b02b,Stanley Park - Second Beach North,2,13
Vancouver-nwkGytma,2024-07-25T05:55:01.121000Z,StanleyPark-SecondBeachSouth--cRbq7Hhs,2024-07-25,Thursday,00:01,Vancouver,9aa325529164ec68b4d96c4f1c4fc7c1,Stanley Park - Second Beach South,16,2
Vancouver-y1DRydXB,2024-07-25T05:55:01.113000Z,StanleyPark-TotemPoles--eV5eIKtL,2024-07-25,Thursday,00:01,Vancouver,e3d32ad772a5898c3b96c4d23d2cd542,Stanley Park - Totem Poles,15,4
Vancouver-WC0I1N8x,2024-07-25T05:55:01.136000Z,Heather&14th--AFWhlL43,2024-07-25,Thursday,00:01,Vancouver,625a2ad202275c8e2be3ce868e85b105,Heather & 14th,2,16
Vancouver-gFVLE9fp,2024-07-25T05:55:01.132000Z,8th&Ontario--Ijh8xycy,2024-07-25,Thursday,00:01,Vancouver,6c0de983fb47a3439a9e3c36a3d15804,8th & Ontario,0,14
Vancouver-B3OD9PMw,2024-07-25T05:55:01.097000Z,1st&Chestnut--MFGZ2pgG,2024-07-25,Thursday,00:01,Vancouver,92c9e62c0b42adf4759c430009d3987a,1st & Chestnut,24,2
Vancouver-QYuIr9Ky,2024-07-25T05:55:01.096000Z,7th&Arbutus--rDZTQwtl,2024-07-25,Thursday,00:01,Vancouver,51e4d3731aebbf9c3186f310a08de6c8,7th & Arbutus,11,4
Vancouver-ko5QIR2Y,2024-07-25T05:55:00.416000Z,5th&Arbutus--pEQ2FP3r,2024-07-25,Thursday,00:01,Vancouver,826af7eee4ce28b6fa4b4f0211305792,5th & Arbutus,6,9
Vancouver-3iCD2twY,2024-07-25T05:55:00.385000Z,10th&Oak--fQvvZFXB,2024-07-25,Thursday,00:01,Vancouver,4cb84c9a3743287019ae00ceef9a1cd3,10th & Oak,3,27
Vancouver-d1zSNBDH,2024-07-25T05:55:00.395000Z,Arbutus&16th--ZnTzVZOE,2024-07-25,Thursday,00:01,Vancouver,56fef9ba0af67a4ff3e661a8e02c0b08,Arbutus & 16th,16,23
Vancouver-62udT7CW,2024-07-25T05:55:00.481000Z,Cypress&14th--Wjznxs4w,2024-07-25,Thursday,00:01,Vancouver,c81f75a80312c51ceaef1304beac1990,Cypress & 14th,3,9
Vancouver-8mVRKcqO,2024-07-25T05:55:00.488000Z,Cypress&16th--NJSBkPBf,2024-07-25,Thursday,00:01,Vancouver,afacb2133f2462aba7748cc21b71c788,Cypress & 16th,3,9
Vancouver-C7IiLvPf,2024-07-25T05:55:00.177000Z,Georgia&Thurlow--LeLqPnXI,2024-07-25,Thursday,00:01,Vancouver,a9f0b06d07f89b75e92c0cf686223aea,Georgia & Thurlow,0,12
Vancouver-gkVVUY5e,2024-07-25T05:55:00.160000Z,Thurlow&Pendrell--HatlzW8C,2024-07-25,Thursday,00:01,Vancouver,686b314a6c3348efd2297d6b3dfed1a7,Thurlow & Pendrell,1,15
Vancouver-zxs2lqRl,2024-07-25T05:55:00.109000Z,Heather&16th--zobufapv,2024-07-25,Thursday,00:01,Vancouver,0d1b5c62f8d22e3650811df55596e25b,Heather & 16th,8,4
Vancouver-OagwKy6B,2024-07-25T05:54:59.976000Z,14th&Ontario--uw1GMDDz,2024-07-25,Thursday,00:01,Vancouver,521c2122c791ed038168c3b8ff24061b,14th & Ontario,14,1
Vancouver-L0benXh1,2024-07-25T05:54:59.921000Z,14th&Main--UwhMTXFb,2024-07-25,Thursday,00:01,Vancouver,838d5bb59963474ad08a6d5b156943ed,14th & Main,3,10
Vancouver-xsgTB5Ae,2024-07-25T05:54:59.936000Z,DavidLamPark--eok5sKEY,2024-07-25,Thursday,00:01,Vancouver,b9ab6ce009eda6006ade1d7568d9db9c,David Lam Park,4,13
Vancouver-bajm58bi,2024-07-25T05:54:59.960000Z,Beach&Seymour--necOJKxv,2024-07-25,Thursday,00:01,Vancouver,9ec4163496363b31ab475cb851b57b21,Beach & Seymour,15,3
Vancouver-edrfzQIi,2024-07-25T05:55:03.001000Z,Richards&Helmcken--EbCQSPEZ,2024-07-25,Thursday,00:01,Vancouver,fedff7a263c182df94bda7307059cc52,Richards & Helmcken,1,16
Vancouver-uG1iSB8q,2024-07-25T05:55:03.152000Z,Burrard&4th--x71OmRB3,2024-07-25,Thursday,00:01,Vancouver,b9baf685b7053de899bf3467f61c2781,Burrard & 4th,11,5
Vancouver-rYpLmLh4,2024-07-25T05:55:00.111000Z,Burrard&7th--4lsvg4Uz,2024-07-25,Thursday,00:01,Vancouver,8d6f0cbf7d44d2908c8ce73ed00dbf66,Burrard & 7th,2,13
Vancouver-Fcdd0I9N,2024-07-25T05:55:00.114000Z,CharlesonPark--a3c0tsLk,2024-07-25,Thursday,00:01,Vancouver,988f8f74c4a12d1a30ddf2f7cd6318f8,Charleson Park,7,7
Vancouver-tsk72jfV,2024-07-25T05:55:00.127000Z,Chestnut&McNicoll--0D2CdJe9,2024-07-25,Thursday,00:01,Vancouver,2f09a64507cf6257c67ca20af27339eb,Chestnut & McNicoll,0,15
Vancouver-UtUT6wGZ,2024-07-25T05:55:00.134000Z,CreeksideParkNorth--dUyJHG0r,2024-07-25,Thursday,00:01,Vancouver,73f388336d879bedc962cd412eb0296e,Creekside Park North,7,11
Vancouver-TzZvGz2s,2024-07-25T05:55:02.692000Z,Alexander&Main--dtuq9gII,2024-07-25,Thursday,00:01,Vancouver,cb6fddfdac7d350d25be475c7ab9e05a,Alexander & Main,12,6
Vancouver-Y2nSKpl2,2024-07-25T05:55:03.189000Z,ArbutusGreenway&14th--cCU7EY4p,2024-07-25,Thursday,00:01,Vancouver,cadc004f0903ef45e898032143c0832f,Arbutus Greenway & 14th,5,14
Vancouver-ksa4FtNz,2024-07-25T05:55:03.195000Z,ArbutusGreenway&Fir--L3xV4wCy,2024-07-25,Thursday,00:01,Vancouver,57e928d8c30fab0ebffb3ede850f89d6,Arbutus Greenway & Fir,1,14
Vancouver-JYzsWKDf,2024-07-25T05:55:03.176000Z,KitsilanoBeachPark--jkioNvmS,2024-07-25,Thursday,00:01,Vancouver,6526a2eb3832f9ba0224d237e901ea5b,Kitsilano Beach Park,25,10
Vancouver-6tR7BzHC,2024-07-25T05:55:03.184000Z,Arbutus&McNicoll--oloRipx1,2024-07-25,Thursday,00:01,Vancouver,e44c2235dd603dbee54fe08f7543e85a,Arbutus & McNicoll,8,22
Vancouver-r3XXQlQa,2024-07-25T05:55:03.285000Z,Vine&4th--Ku8gFYA9,2024-07-25,Thursday,00:01,Vancouver,3596b4831ee2ea7812de753b32306835,Vine & 4th,3,13
Vancouver-uqjKUylS,2024-07-25T05:55:01.972000Z,Alexander&Dunlevy--aduWOFSy,2024-07-25,Thursday,00:01,Vancouver,c448b73d92f7f8e1daafb3b9c5fbe6a6,Alexander & Dunlevy,5,9
Vancouver-7KShT0q6,2024-07-25T05:55:03.019000Z,Alder&11th--826vKLj2,2024-07-25,Thursday,00:01,Vancouver,5fc29e0ac42c11abb45bf12aaeb925bd,Alder & 11th,2,12
Vancouver-p1MxpKdd,2024-07-25T05:55:01.608000Z,10th&Columbia--BX0edCet,2024-07-25,Thursday,00:01,Vancouver,61901a235d4cfceb7f8f2c3888b98617,10th & Columbia,5,9
Vancouver-aJBR4ENO,2024-07-25T05:55:01.633000Z,1st&Manitoba--mOCr87wV,2024-07-25,Thursday,00:01,Vancouver,175a074bf65455d1633639511dc129c8,1st & Manitoba,4,22
Vancouver-18cmNnuM,2024-07-25T05:55:01.660000Z,10th&Ontario--ocwCNUFR,2024-07-25,Thursday,00:01,Vancouver,35eb539fb9298bb7e4f6759ca0256505,10th & Ontario,3,16
Vancouver-0jTlQbzN,2024-07-25T05:55:01.668000Z,Quebec&1st--69HPNPGJ,2024-07-25,Thursday,00:01,Vancouver,7b8dfa12900bcb02b47a14e4e5010ba3,Quebec & 1st,6,11
Vancouver-AzFPRT8v,2024-07-25T05:55:01.708000Z,Columbia&14th--hajtQhfw,2024-07-25,Thursday,00:01,Vancouver,b30ed0719dd281867a4d39779c78b58a,Columbia & 14th,8,6
Vancouver-HaIFkrn8,2024-07-25T05:55:01.460000Z,7th&Laurel--08t7atJC,2024-07-25,Thursday,00:01,Vancouver,ace20c241ee38643c9060f290b215b9d,7th & Laurel,6,7
Vancouver-3owZYr00,2024-07-25T05:55:01.451000Z,7th&Alder--4SLzMeac,2024-07-25,Thursday,00:01,Vancouver,3aed670ccdcd94b966c0f505f8b028c7,7th &  Alder,0,16
Vancouver-L8yvZU7u,2024-07-25T05:55:01.452000Z,ScienceWorld--GMwrwPVj,2024-07-25,Thursday,00:01,Vancouver,ae69aeab748d02e5a7d89da28a1a8511,Science World,7,8
Vancouver-IZxMC9fd,2024-07-25T05:55:01.477000Z,1st&Scotia--4r5tTTVF,2024-07-25,Thursday,00:01,Vancouver,0c9ad3e3703e5869b82619ecdf54f43e,1st & Scotia,17,2
Vancouver-Oy9b9Q5w,2024-07-25T05:55:00.987000Z,RogersTower--zmi4sUhV,2024-07-25,Thursday,00:01,Vancouver,f3708906ec71348f5a42579fede36a0d,Rogers Tower,3,15
Vancouver-USwaQZ9p,2024-07-25T05:55:00.911000Z,York&Yew--P7DREnSs,2024-07-25,Thursday,00:01,Vancouver,9449a6a83fbf88452e384350e5ac95b7,York & Yew,18,2
Vancouver-zuC9gGUl,2024-07-25T05:55:00.928000Z,Pine&10th--rGpTzw3a,2024-07-25,Thursday,00:01,Vancouver,365da33e9ce06ea53db1173a0f8eae71,Pine & 10th,11,8
Vancouver-i570X8Rs,2024-07-25T05:55:00.860000Z,8th&Scotia--AUe2gcyo,2024-07-25,Thursday,00:01,Vancouver,707c1c54e0278fbae5d0ae3c42a25b71,8th & Scotia,1,10
Vancouver-o2racK3U,2024-07-25T05:55:00.888000Z,Alberni&Jervis--tvPTYB4D,2024-07-25,Thursday,00:01,Vancouver,5105df3dd0daf4c26980f4134f61e5cc,Alberni & Jervis,1,19
Vancouver-LdhG1oUq,2024-07-25T05:55:01.088000Z,StanleyPark-InformationBooth--ZB8tpazR,2024-07-25,Thursday,00:01,Vancouver,82c794442f54fabf9db6e392ca1fac0f,Stanley Park - Information Booth,18,1
Vancouver-I68i0IMl,2024-07-25T05:55:01.428000Z,14th&Alder--evVnixae,2024-07-25,Thursday,00:01,Vancouver,2ca388bba54706770900ca2a9d7aa5be,14th & Alder,3,10
Vancouver-xi4RYpUk,2024-07-25T05:55:02.712000Z,Pender&Gore--Tn0tf83r,2024-07-25,Thursday,00:01,Vancouver,e7bf01431a6982f032996ad50a9e5bd7,Pender & Gore,0,13
Vancouver-ldJI8tyR,2024-07-25T05:55:03.056000Z,Carrall&Seawall--gCfybGKr,2024-07-25,Thursday,00:01,Vancouver,1648ead5ea617d2cea115869d9516f5e,Carrall & Seawall,4,12
Vancouver-13oy4dZs,2024-07-25T05:55:02.924000Z,Glen&Union--yIKK6HvY,2024-07-25,Thursday,00:01,Vancouver,91035fe1d70b65c9cb8ec4a007af7c7f,Glen & Union,2,10
Vancouver-i3zIbhXl,2024-07-25T05:55:01.073000Z,Adanac&McLean--nFOVb0o4,2024-07-25,Thursday,00:01,Vancouver,d3aaff4414a8c3fd5480c470f77ff68a,Adanac & McLean,17,3
Vancouver-7VqELwYS,2024-07-25T05:55:02.952000Z,Commercial&Adanac--c7HrsWRs,2024-07-25,Thursday,00:01,Vancouver,b307709b305dd04328fbbf2c6db86419,Commercial & Adanac,13,3
Vancouver-c8HcprUg,2024-07-25T05:55:02.976000Z,Pender&Commercial--nZN3fqiK,2024-07-25,Thursday,00:01,Vancouver,e9c4bd1fffbb1e5b058b8ea15f7307f6,Pender & Commercial,9,7
Vancouver-gSzZUdZF,2024-07-25T05:55:02.780000Z,Keefer&Princess--jjOKQfKy,2024-07-25,Thursday,00:01,Vancouver,bb0847559ce71c93d8215c0997ea2811,Keefer & Princess,4,10
Vancouver-MmVaRLtZ,2024-07-25T05:55:01.093000Z,Alexander&Railway--ijywo3Cm,2024-07-25,Thursday,00:01,Vancouver,1ef5c4ff3f0b09422bb1597fd9d7568b,Alexander & Railway,1,19
Vancouver-4r2JgmPz,2024-07-25T05:55:00.150000Z,Napier&Commercial--9GhxEQrA,2024-07-25,Thursday,00:01,Vancouver,ac3b8198f03754a0afb8b6ed6d220cdd,Napier & Commercial,0,14
Vancouver-i5qYYJP8,2024-07-25T05:55:00.131000Z,BritanniaParkingLot--sET9C9LT,2024-07-25,Thursday,00:01,Vancouver,029a505bd4422a1afd127987757f71a6,Britannia Parking Lot,11,3
Vancouver-XJqW8BbD,2024-07-25T05:55:00.285000Z,Thornton&National--oR3Vhxpx,2024-07-25,Thursday,00:01,Vancouver,0459b7e93703980b853cd65a9dc60596,Thornton & National,11,3
Vancouver-CxE8gUvQ,2024-07-25T05:55:02.025000Z,Keith&6th--EafJoanQ,2024-07-25,Thursday,00:01,Vancouver,a21f40838346e300063bdda3c5c04105,Keith & 6th,22,6
Vancouver-P4gR5R1d,2024-07-25T05:55:02.718000Z,Grant&Commercial--gqMOVJaj,2024-07-25,Thursday,00:01,Vancouver,6b1622540fe5c85d365754dd8c20bf0c,Grant & Commercial,2,11
Vancouver-d5YqOufC,2024-07-25T05:55:03.100000Z,2nd&Commercial--PdeoitBD,2024-07-25,Thursday,00:01,Vancouver,ebc551adb0fc1a684f4080e4954a9ba4,2nd & Commercial,0,20
Vancouver-3spg36RB,2024-07-25T05:55:02.546000Z,4th&Commercial--sRivKE0j,2024-07-25,Thursday,00:01,Vancouver,6eaa02e5bcf78db5386683d38fa2dabd,4th & Commercial,2,12
Vancouver-dDGVdFbS,2024-07-25T05:55:01.048000Z,8th&Commercial--WHF1JMhL,2024-07-25,Thursday,00:01,Vancouver,983e58671adcc67af94457d7887dbb15,8th & Commercial,1,18
Vancouver-sce7ZBeY,2024-07-25T05:55:02.672000Z,10th&Commercial--4ITIg64s,2024-07-25,Thursday,00:01,Vancouver,797ff1725f8d2b18337de51e240ff60d,10th & Commercial,22,4
Vancouver-q8wlOxwu,2024-07-25T05:55:01.949000Z,Woodland&10th--P9rfvfAG,2024-07-25,Thursday,00:01,Vancouver,277b4b4881bdb7dac73012672179def8,Woodland & 10th,9,5
Vancouver-giPMQ07L,2024-07-25T05:55:01.934000Z,Glen&Broadway--HLm3AgRw,2024-07-25,Thursday,00:01,Vancouver,e1ff428dadc7c32141b9d89a7b56728a,Glen & Broadway,10,8
Vancouver-ua0SMHGO,2024-07-25T05:55:00.644000Z,StGeorge&Broadway--Wu3gvZU8,2024-07-25,Thursday,00:01,Vancouver,012d3e06901cc222b1c2cf0a2ace3a29,St George & Broadway,7,5
Vancouver-gCXbY1iP,2024-07-25T05:55:01.974000Z,7th&Woodland--uuNeDbDq,2024-07-25,Thursday,00:01,Vancouver,a6455af6b689bcbad07ae2c8a3419b50,7th & Woodland,5,6
Vancouver-0UR3eSdn,2024-07-25T05:55:01.994000Z,Woodland&4th--LPZkqU2D,2024-07-25,Thursday,00:01,Vancouver,475627e149c1a6ba73caac8d8d2fa617,Woodland & 4th,3,9
Vancouver-YU5fYeQn,2024-07-25T05:55:02.520000Z,Woodland&Graveley--XXyvt6NM,2024-07-25,Thursday,00:01,Vancouver,f387ec226c432c5c054e3d3616d90501,Woodland & Graveley,2,10
Vancouver-NEDqJslT,2024-07-25T05:55:02.014000Z,Charles&Woodland--EjgN8WsA,2024-07-25,Thursday,00:01,Vancouver,1675a77b9af656faf527b4e6de53e63b,Charles & Woodland,4,10
Vancouver-LBMcUrkp,2024-07-25T05:55:02.408000Z,18th&Main--xpaJQmDs,2024-07-25,Thursday,00:01,Vancouver,1bca0e944a4faf170db82793414b03ab,18th & Main,9,7
Vancouver-qP8UlWmz,2024-07-25T05:55:02.468000Z,PrinceEdward&16th--jiXfVB9U,2024-07-25,Thursday,00:01,Vancouver,d0782213f003ce9eb276fbceff44f1f4,Prince Edward & 16th,4,10
